pet_name,pet_gender,owner_name,vet_name,feeding_schedule,pet_type,breedID,color,pet_id
Jennie,male,Jennie Peyro,,every 4 hours,stolen,a8d05231-ce53-4888-870b-1bb8bbca4ab1,Yellow,4b3afedc-afbf-4a46-b4a0-7ba1cb270437
Rey,male,Rey Snawden,Rey Nutty,every 4 hours,found,a8fd65b0-3336-4b6e-8426-9633b9247fce,Green,c282167f-c202-479e-b4e5-8285e91416ce
Winnie,male,,,every 4 hours,stolen,a90b8597-96f0-4c22-ae13-148442a5517f,Turquoise,1a270ac9-2997-40d8-bed2-a8ea172c7f8b
Jody,female,Jody Brognot,Jody Whipp,once a day,lab born,a923cee7-adf0-4d34-9d0e-fdcc9c72b100,Pink,1eeaee8d-24ac-408e-85eb-0616eda97b82
Lanie,male,Lanie Keggins,Lanie Verbeek,every 4 hours,lab grown,a940df47-f752-4cd3-8726-a282b4a7810c,Fuscia,3573a51f-f84d-4248-a068-f5a480a4de8f
Dalt,male,Dalt Flint,Dalt Boath,every 4 hours,lab born,aa2b58c3-998f-4858-a5ae-e8b9b2d66fec,Blue,50dc913b-1d56-4a90-8fc6-50b33596f398
Homere,male,,Homere Threader,,lab grown,aa556734-d0ff-472f-828e-4e16aa9c166c,Pink,d635ad0b-e2db-4171-b05d-70a497668ddb
Ashlen,female,Ashlen Roddam,Ashlen MacKomb,every 4 hours,lab grown,aa7e5a8d-a0fc-412b-b939-4a42348c2a55,Yellow,27c86667-5bee-4f0c-ac5c-ca19ad0c5df0
Vilma,male,,Vilma Conws,every 4 hours,found,aac8c8db-7492-48a5-8ab4-3f9f5f71fc59,Blue,45b8bf1f-b7fa-44cb-92c2-4a78cd683664
Ezequiel,male,,Ezequiel Asbury,every 4 hours,stolen,ac6f2226-9034-478e-8547-4af2d1e065ce,Purple,8cbba6df-9526-4b68-8651-ac4d8ede63ab
Gail,male,Gail Scogin,Gail Devil,,lab born,ad1e89ef-01d8-4720-bdf0-f649f18e0172,Goldenrod,9586152d-2bdc-4445-9a12-761ebb3fabb0
Illa,female,,Illa Waite,twice a day,lab born,ad9a210e-2085-474b-9aaf-89c69d0664d5,Purple,aa795318-e6a0-40d6-bfbc-d83f138aeeec
Bren,male,Bren Linay,,,lab grown,adbf3df7-bdc5-4856-82e1-71c5ce5b5a08,Puce,28ba397f-0ca5-4a4b-9e0b-61734c8e13d6
Derek,female,,Derek Quincey,,stolen,adc4c000-29c6-433c-afc2-a4bed8eaa197,Blue,d67fe853-bedf-4e66-9db7-62635ec9fca6
Tonye,male,Tonye Wilsone,Tonye Spon,twice a day,stolen,aef1c646-26d4-41b3-a995-316f5db347b0,Orange,6f096113-05b4-4cc1-83f0-9fd4bf23d86b
Dewitt,male,Dewitt Rosenboim,Dewitt Fellgatt,once a day,lab born,af1766ef-436d-4ea5-9be2-80b81ede819a,Yellow,b09c4420-860c-44da-ad17-867290f29417
Donall,female,,,twice a day,lab born,af6d2a1a-3448-4eb7-8dbf-8fdf487d092a,Turquoise,86cb0fcb-c3a4-473a-b42f-d6ef132688f3
Leon,female,Leon Liverseege,Leon Scully,once a day,stolen,af75a2ce-0986-48dd-8bac-d8016acf627c,Violet,73ea9f56-3eb6-4a2a-913e-e1ab7edcba97
Giovanni,male,Giovanni Maginot,,every 4 hours,found,b01b8301-d36e-4145-8a3a-6bc0d0a4adeb,Red,b94d53ac-58df-4ffb-bf68-f35947276732
Deanne,male,Deanne Managh,Deanne Kembery,once a day,lab grown,b0456196-43e9-41ec-92d3-9ad0bd63c4f0,Puce,c6e49a51-4451-4746-84c5-18f469325204
Crissie,male,,Crissie Fley,,found,b19483db-6b0f-4b20-b5eb-6a11dccfc2ae,Teal,3e29988b-8807-491f-ae88-1da9589ac364
Zora,male,Zora Ewin,Zora Diggell,every 4 hours,stolen,b221118c-7807-4331-aee5-f7b06f5d7bce,Goldenrod,f0ee7321-c4b0-4f05-8498-c436644f680e
Biddy,female,,Biddy Dykins,,lab grown,b2f5bd80-c170-45e0-8acf-459b8f85ef2c,Yellow,11daae20-3313-48a9-94dc-3835778f0e41
Stefa,male,Stefa Hilldrup,Stefa Gurge,twice a day,stolen,b3852e00-2c8e-4c21-9f07-cadce8521abf,Aquamarine,e59901fa-f74e-4f2e-a587-e78ed879779a
Ramon,female,Ramon Terris,Ramon Mulqueeny,once a day,found,b38fe2f4-19d3-41cf-9801-eb899c7d6dee,Indigo,7610991c-3e18-4df5-8ca2-ba55622c865d
Basilius,male,Basilius Oleszcuk,Basilius Asche,once a day,lab born,b3a97006-f7a9-4c11-bd91-d66506434e3d,Pink,118e8386-4392-4c67-9979-cc00d3539027
Ophelie,female,Ophelie Nudd,,twice a day,found,b417223a-30bf-467a-ba09-677525a9d55d,Goldenrod,0c805f6e-3b07-4e08-b432-a16ad8120214
Marlena,female,Marlena Exell,Marlena Agg,twice a day,stolen,b42c96e6-ee7b-4d21-8689-d9b41b8fe05c,Teal,d6e0bab7-10d9-4109-bed3-8b5974f9c4e6
Edy,male,Edy Lutz,Edy Hardwidge,,lab born,b4425a07-19ed-4e32-8dc1-8e1f04113bef,Indigo,80e4ab64-b867-4495-8d1a-eae83604dac6
Leonhard,male,Leonhard Huscroft,Leonhard Jagg,once a day,found,b457eaf6-0f79-41d5-97f4-8b2effb3ad2b,Blue,398fe1d9-a880-4fcc-96fe-d615d5016d61
Kimbra,female,,Kimbra Andrin,twice a day,found,b4ad7759-e17f-4cd2-8190-f1921812e9ce,Green,fe2fabf8-c430-4a96-82db-8016ca8da00e
Grete,male,,Grete Stegers,every 4 hours,lab grown,b642541e-00ca-415f-919a-969f226b832e,Red,b70b615d-dae7-4226-af72-a29a36b4067a
Myron,male,Myron Dobbin,Myron Nehlsen,every 4 hours,stolen,b77424a0-bdfd-41df-aec3-57d0735f0571,Red,c6418a48-9f0a-4a55-a894-53e7f9356ed5
Blinni,male,Blinni Holligan,Blinni Rominov,twice a day,lab grown,b7cbed09-bb66-4701-8070-708a7a37f16d,Orange,f88efdb2-6848-4418-8e04-556c493b91ab
Rene,male,Rene Hatliffe,Rene Greenshields,once a day,lab grown,b7e0b7fd-8eb8-4b04-a985-4bdd4882adb4,Fuscia,bb546fea-7c94-4f8d-8858-c03836c84758
Katharyn,female,Katharyn Crofts,Katharyn Drydale,,stolen,b8041034-410b-43b3-8e92-aae95075d976,Red,4d60c1bb-530f-4890-8401-8249fdfe05b0
Dulsea,male,Dulsea Mansel,,once a day,lab grown,b8097cb8-8622-4415-a967-e88ce90b2e1d,Blue,43476e0a-52be-4edc-b6cb-15a058fbae81
Sabra,male,Sabra Eby,,twice a day,lab born,b809940d-ec5e-4d20-889a-9cd5254c7f67,Mauv,5fd515f2-5c3b-43c8-9fb9-54fc7ccf10a0
Heddi,female,Heddi McKinnon,Heddi Yakobovicz,,stolen,b8317610-fb96-4b6a-ba5e-2237d46a1341,Teal,e52fa340-d63e-4475-959d-794a94eb386f
Byrann,female,Byrann Kolis,Byrann Jessen,,stolen,b863c5b1-a693-4c5e-99f2-aa5304523ad1,Violet,ca989a6c-3379-4cd9-86cf-ed24345517b8
Justen,male,Justen Sanders,,twice a day,found,b87cb47e-3113-4b43-94cc-a29da0c92eda,Green,f1383bff-9804-451f-bc75-51ed653bbf2c
Suellen,male,Suellen Hoofe,Suellen Jouanet,once a day,lab born,b8c737aa-eded-4a8a-9ee0-f61202110eb4,Green,4305e87d-7d86-4aa1-80d8-09befdda8c97
Emogene,male,Emogene Osanne,Emogene Dugald,every 4 hours,lab born,b99455b1-21c3-47b3-b562-1ad8dd676599,Khaki,64b1c132-44b4-49b3-b88d-1e5d003f904f
Shelby,male,Shelby Rois,Shelby Dolbey,twice a day,stolen,b9eafdc6-841a-4226-a9a4-26fec0950712,Goldenrod,f9f9f847-e36b-4875-a843-379e11079f49
Brandea,female,,Brandea Fradson,once a day,lab grown,baa8b2df-e017-47cc-88f4-757e6cd14a23,Teal,f2911499-54de-49eb-a619-f3f4ad98eb39
Sebastiano,male,Sebastiano Stothard,Sebastiano Demanche,once a day,lab grown,baada763-bcca-43f8-bdaf-5c85930841c6,Purple,4e4ebb57-433a-432c-b257-fcfacaa8cd4c
Roseanne,male,,Roseanne Macak,twice a day,lab grown,bb378391-e782-472b-8770-79e06ce2464a,Green,7298e7a9-7fff-4a7c-9566-994cac0a3a14
Kincaid,female,Kincaid Offa,Kincaid Tideswell,twice a day,lab grown,bb4efb2d-e692-43bc-8043-1a1764ff1233,Indigo,13cf7949-60f9-4de8-953a-af735f1dc800
Thom,male,Thom Patifield,,every 4 hours,,bc17494f-3f2d-4bb6-8e94-e45841815c4c,Crimson,d08ac13f-9ade-4b9c-bc89-b6e2894bc501
Lillian,female,Lillian Noller,,twice a day,lab grown,bc4e8251-7c93-46d6-a0e1-8e84a3375501,Orange,448ffaae-e7ca-421b-bfb7-9bdb4c2a042a
Rosalynd,male,Rosalynd Mcasparan,Rosalynd Taffee,every 4 hours,stolen,bd62ea4c-8a80-4882-a7f2-b418392bbde7,Mauv,fc5ed4a4-d179-417d-95a2-f4cc17b28e03
Gussie,male,,Gussie Breeze,,lab born,bd75e634-bff5-4070-b305-7d6f8bcdcf67,Orange,c35400df-cb53-4ad9-8d6a-fff20d83c0b6
Les,male,Les Croshaw,Les Starr,every 4 hours,lab grown,bd970410-ec76-457f-af5e-1038415c59c4,Turquoise,1a9c980b-8317-4e7b-aae6-70a9857b8077
Skell,female,Skell Geator,Skell Boss,once a day,found,bdf6cab1-f787-4147-86e9-26b2234bee45,Purple,27f667ad-81de-4f3d-b095-6b8dff8550de
Wylie,male,Wylie Jancik,Wylie Bernardoni,twice a day,lab grown,bdf9ed99-d42d-41c1-bf96-b179c37b50e9,Mauv,634b26b8-7bfe-432c-a507-7a600df413c7
Laurent,male,Laurent Vatcher,Laurent O'Luby,every 4 hours,found,be5757ee-bfc9-4592-8884-045c4b4d6f0d,Indigo,efe4e445-ccfb-460b-b4d7-5da24c8afd2c
Brooke,female,Brooke Backen,Brooke Klasing,once a day,stolen,bf9166be-d7da-4b66-9326-621ef1167b82,Red,a6d4661d-38b1-4903-90c4-4a39c744b228
Janaya,male,,Janaya Aldins,twice a day,lab born,c11f9dad-1dd0-491a-9ea1-9909811f4c41,Purple,f9617c27-45f2-44b1-8a72-6c8e058c2963
Inessa,female,Inessa Petkov,,every 4 hours,lab grown,c12ef133-e4d5-4aee-8fd3-3ee4cc1e67c0,Yellow,67485740-9202-4bf8-aa73-3bfb09a56b38
Donny,female,Donny Hedge,Donny Butterick,,lab born,c14c892a-843f-4294-9f20-7a3863357141,Mauv,97e7c22a-75ac-43b8-bac6-b12e69f729fc
Nonnah,male,Nonnah Deinert,Nonnah Rantoull,every 4 hours,lab born,c1e57b3b-8f7b-47e9-bc63-b7bf46f1ffcf,Khaki,a7a96b56-1a20-40bd-b9d9-c2d3d5f7b22c
Amby,male,Amby Gallemore,Amby Partener,every 4 hours,stolen,c1e80a37-75e2-4336-9b6a-cad9b631e7b6,Yellow,fdae4c71-e74f-4ff8-b185-a3d63d943ca2
Thaxter,female,Thaxter Brand,,,lab born,c2f6b6f5-3b94-47ba-8691-a4dc07a659dd,Khaki,50cd5628-fdee-4303-96c1-59c329d5425b
Damara,female,Damara Thiese,,,stolen,c31aa115-e520-4d44-82b9-17b73ac8cc31,Indigo,6f610d17-1a4a-424b-98b3-639f34ae1332
Ethelbert,male,Ethelbert Pennell,Ethelbert Penwell,once a day,lab grown,c38b5f76-efd9-4f2c-9511-ffbc8d8fbe56,Indigo,f8a48e01-ea5e-4765-acc4-168def6e17ec
Zerk,female,Zerk Habble,Zerk Stedson,once a day,stolen,c3c27522-638e-478e-a565-fff7a242f458,Indigo,b04c5776-a5f1-473d-bb3d-2c94dc888ceb
Renata,male,,Renata Swancock,twice a day,found,c3e789ae-9ced-454f-9722-10c8cbdafd95,Goldenrod,1149389d-e9f5-441a-b796-f7e34d423a30
Camila,male,Camila Arnaudet,Camila Stickford,once a day,lab grown,c402c10a-6aa4-4f72-b0c7-43edc56874f2,Teal,79ef1c4b-ea97-4c72-b853-06aeafc54ad5
Hamlin,male,Hamlin Devita,Hamlin Witts,once a day,stolen,c437b512-5a08-4c1b-9b63-65d432089a74,Fuscia,4beced4e-a9ed-42be-9e19-ed8f62d2a9da
Tybi,male,Tybi Lavigne,Tybi Monkton,every 4 hours,lab born,c4e6fbe2-6b4b-428e-95e5-ac3bde6ab4d2,Khaki,a2bc9964-2f69-4e33-adee-085755f04e5b
Germana,female,Germana Kilgannon,,every 4 hours,lab born,c51d9811-901a-4cca-932d-2e820ee04e97,Green,36ed33b9-0499-432b-9fdc-243d23892a0e
Hadlee,female,Hadlee Clavering,Hadlee Jaye,once a day,lab grown,c56477b4-9d4a-4d2b-b708-168d66f49baa,Yellow,bedc9903-1a7c-4521-b680-fd7faad9889e
Vannie,female,Vannie Swateridge,Vannie Cripin,twice a day,lab grown,c56ba434-0af3-4329-b83f-47307fe6c833,Yellow,0d3817c5-3e84-4b50-b31d-e6c5e671ef71
Ashien,female,Ashien Westmerland,Ashien Wilcott,every 4 hours,found,c56bd1b5-e04f-404c-806c-7859b1d82e24,Teal,835ba16e-8623-43ef-a2b3-e20cb8f76dbe
Krishnah,male,,Krishnah Everson,twice a day,lab born,c56d555d-e77b-4607-97b7-11283a20fa71,Crimson,3cf4e8d7-25a3-4493-8536-8c953f11b7fc
Janice,male,Janice Laguerre,Janice Colliber,,stolen,c66c39df-3030-4d84-b0e2-128c0fd2faff,Blue,a7834ced-2124-4ec5-b634-3a8fb7382b3a
Stephine,male,Stephine Vedntyev,Stephine Lehemann,,found,c69a7828-c981-4b25-8aa6-f159bdeb0a12,Violet,5aa79534-0b68-4b7a-b092-806ea5da53ee
Robby,female,Robby Drowsfield,Robby Aymes,,lab born,c6e7fc02-168d-40d6-90b9-21aa597131e0,Purple,094ec67f-b813-4894-a01e-1b242af7715d
Cody,male,Cody Pittham,Cody Gossage,every 4 hours,stolen,c7522482-5d68-4a28-97c6-94b8deafe560,Indigo,edd5184b-952d-4376-9947-4b1a7fc9e2b0
Amalita,male,Amalita Abreheart,Amalita Semor,every 4 hours,found,c7880a7d-b997-4447-ad45-8235da236f5a,Purple,d7c7c1cf-c6aa-4c4b-b85d-45b8b2165e97
Pip,female,Pip Toward,Pip Costall,twice a day,lab born,c7f8b50e-df87-4a1c-8c37-a065d0474ac5,Aquamarine,a7fc2e6d-0cd3-4bcf-b267-e9d76eab02e7
Kippie,male,Kippie Dutton,,every 4 hours,lab born,c819a235-4918-49f4-bd18-0715051a5a8e,Maroon,43563548-11a9-4ba4-b19f-315563f65321
Malinda,male,Malinda Alenichev,Malinda Heymes,twice a day,found,c83f4c8d-3e88-4683-951a-0365e237d5f7,Crimson,ccb8871b-daa6-4efa-9d84-9cc0b66e4fcb
Pattin,male,Pattin McCafferky,,twice a day,lab grown,c8d68c11-5a09-4859-a268-f484c4b60f62,Indigo,5a456591-2506-40af-a3ca-465b58edce00
Donna,male,,Donna Brannan,twice a day,stolen,c9940b72-27ec-454e-9855-dee21bd4fd9a,Violet,947f07a5-44c6-4536-aac5-eea2ee67e1ad
Elizabet,female,Elizabet Maulden,Elizabet MacIlurick,twice a day,lab grown,ca045ea2-cf66-4d63-b034-ab68c69d68e1,Indigo,4f14c8ad-eb43-4095-9aec-ae3951ffa740
Kerstin,male,Kerstin Ausello,Kerstin Isbell,every 4 hours,found,ca3295d8-cd13-465b-bf9a-a1f771bcc6c4,Indigo,60f04cc4-541a-4983-a296-6b9f6e032e97
Anna,female,Anna Slight,Anna Gildersleaves,,found,ca5c4f71-da3c-4fab-a9c9-60da11b71fe9,Khaki,6cced71a-1ae4-4d75-8356-56ad09493a23
Antony,male,Antony Garrad,,,lab born,cb3a9da4-07b0-4969-9810-1505108d79d9,Green,1752ecfc-5e05-4f86-bd69-2b5d6fe835bd
Binky,female,,Binky Tomisch,twice a day,lab grown,cc34998d-b268-4377-b6d6-7135b8b991bf,Fuscia,56f5660a-e38b-46a6-93c2-d8264a8f15cb
Catriona,male,,,twice a day,stolen,cc35c7c8-0a74-41e0-92c8-ad76ecb9fdcc,Mauv,76bd00b4-07d4-45e9-b554-fe29cfde18f4
Wallache,male,Wallache Cossell,Wallache Arlet,,lab grown,cc9e94fe-e4db-4c10-8a0c-a263bd5e8c3d,Red,2d9421d1-bb49-4bc3-bdad-da65a047201d
Stern,male,Stern Karsh,Stern Santello,every 4 hours,lab born,cce84cc4-78f2-4e82-afe2-a14f18e91e06,Mauv,7264530c-9944-4454-9e45-5b68659b3fe1
Cecily,female,Cecily Purslow,Cecily Jent,once a day,found,cd4c6f10-0c3e-48a5-a0a4-2b7beec4b044,Teal,be89ff30-2b7c-42fa-8776-467886239cd5
Sheri,female,Sheri Brewett,Sheri Oboy,every 4 hours,stolen,cd576b71-15aa-4a12-9d01-a34379abd608,Teal,e39289c7-db4d-47a3-9b2f-c4b5e7a4cce3
Angelia,female,Angelia Rickardsson,Angelia Stammirs,twice a day,lab grown,cdc082e3-65cb-4217-9a4c-4f8c2d35fe4a,Goldenrod,2891c5a4-d706-4467-9e7f-b167aaabc6b9
Cecilla,male,Cecilla Fraczak,Cecilla McFarlane,twice a day,stolen,cdeb592d-003f-4ba2-8499-0dc7c705693f,Turquoise,04e25b21-a3d1-4add-9bac-09fddf16aa8c
Geoffrey,male,Geoffrey Sloey,Geoffrey Readmire,twice a day,stolen,ce5f82b0-19b4-40ea-a21e-fec5b17b0bc5,Yellow,0952fc11-a988-477f-90b8-17294f79c233
Kath,female,Kath Bamford,Kath O'Cannan,once a day,found,ce9644b1-5ea7-4236-8fd5-64fdb0a6cb0b,Green,0020c2b3-b51c-438b-a0ed-c997b00d136a
Morris,male,Morris Staneland,,every 4 hours,stolen,cea011fc-a3c4-4a0a-b19e-1752cf9cce38,Goldenrod,eed2e6bb-8669-4caa-afce-e60c7a69d4e7
Rex,male,Rex Refford,Rex Swaile,twice a day,stolen,cf4e30e7-77d1-454d-a8cf-4b86240b3621,Yellow,37cf9025-dbeb-488c-9c33-bda9a86551d0
Penrod,male,,,once a day,stolen,cf698d71-8408-4d70-a0c4-a47588a04574,Green,73d03b6b-1e91-45ad-a6b1-a481056e1e2b
Franklin,male,Franklin Dilgarno,Franklin Teall,every 4 hours,stolen,cf8491bc-0316-407d-91a3-80b72f9731b6,Puce,38d89711-7c89-4183-8927-e572c5142588
Heather,female,Heather Mountcastle,Heather Geeraert,every 4 hours,lab born,cf91e363-a44e-448a-b4d2-95e70307db09,Goldenrod,d23ea6f7-8a9c-4d94-915d-b74f547f502c
Olivette,female,,Olivette January,twice a day,found,cfd5c002-f578-4c96-895e-715c592da05e,Blue,ffcaf55a-d8f7-410c-97d0-9643e321328c
Ricky,male,Ricky Schleswig-Holstein,Ricky Cordrey,twice a day,stolen,cfeb726a-603e-4b5c-b72a-17422e9d3542,Red,5c517d46-92cd-4590-bfd6-216fcc967a60
Noach,female,Noach MacKeever,Noach Christley,twice a day,lab born,d0277093-3fff-4ba0-b0b1-23abc276f542,Aquamarine,74c31c30-1ea6-4360-a39e-0ad7a750ea14
Grissel,female,Grissel Feechan,Grissel MacMenamie,twice a day,stolen,d0639c3f-263c-46f5-bf17-526dfc547f1b,Fuscia,567c516c-3afc-4ef7-a1cc-52a256830f20
Barth,male,,,twice a day,lab born,d076b767-63b6-422b-a274-4be215f3e85e,Fuscia,4fd3d38e-cc16-4498-a1be-c6a78f7f3321
Melisent,male,Melisent Hargie,Melisent Olland,once a day,found,d0ab3386-35a0-45ff-81e9-866aea4fd69f,Green,8e8dc7b0-d67c-4b1b-bf98-e8562a2b90ad
Ewen,female,,Ewen Guly,once a day,stolen,d0c31341-5b43-41df-af5a-d1149092334f,Teal,893f42fb-793c-4208-a58d-29150ab50518
Jeffy,female,,Jeffy Paal,once a day,lab born,d1d3fa1e-2e68-4216-b674-26ecc1d4707f,Goldenrod,73c6af1c-7c52-4570-8d00-13f61bc9d0c6
Katharine,female,Katharine Manklow,,twice a day,lab grown,cb3a9da4-07b0-4969-9810-1505108d79d9,Khaki,af9fc76c-ed55-41ba-a255-84929345f3f2
Godfree,female,,Godfree Lifsey,twice a day,lab grown,d2626995-c89b-4126-97d3-743eab9389e7,Blue,dc7e269a-7973-43f4-accb-ac94f2b0eb4a
Lavinia,male,Lavinia McCaughey,Lavinia Golt,every 4 hours,lab born,cb3a9da4-07b0-4969-9810-1505108d79d9,Purple,e5643196-d559-4dbe-94d9-d6ca56a4966e
Erinn,male,Erinn Duker,Erinn Cottham,twice a day,lab grown,d2d1437c-83e4-439e-84f9-7d94beb66bd8,Teal,c8327583-4972-43e7-b67b-6f9de0825332
Svend,male,Svend Cheney,Svend Evison,every 4 hours,lab born,cb3a9da4-07b0-4969-9810-1505108d79d9,Red,7f681ce2-6360-46b5-979e-781dae3ab59f
Glenda,female,Glenda Crab,,twice a day,lab born,d3bf7e12-016b-4196-bcb1-a6c08d2f1a56,Red,d1937be9-f230-481d-8e94-d71ba3bf4198
Willow,female,Willow Blyth,Willow McShea,every 4 hours,found,d3f45655-71ef-4c49-ab35-b64cf8c165e9,Green,08388eea-5dcd-40ec-8436-c85fa27c5fc4
Celesta,male,Celesta Halliberton,,once a day,lab grown,d4496212-bb97-4aea-9c43-49e7f44ebcdc,Teal,76933084-7210-4ebd-8be9-09bd7608694e
Enrique,male,Enrique Jenkerson,Enrique Lambot,every 4 hours,stolen,cb3a9da4-07b0-4969-9810-1505108d79d9,Crimson,3c6bc51c-9bcf-4eaf-9a1d-77f6afe7f269
Arlena,female,Arlena Gilmore,Arlena Viner,twice a day,stolen,d4b61cbb-368b-4b12-aa79-70d450c6a26e,Orange,518d54b2-f26a-48fa-a50d-67746decbf82
Sabine,male,Sabine Cattach,,every 4 hours,found,d5451e7e-3ce8-41be-adc5-e4686ca3516e,Red,2e5a131d-c00a-4b2b-ada5-b3ed8168f194
Kurtis,female,,,every 4 hours,lab born,d5589052-1c6e-4cb1-923a-81b55fc89cda,Maroon,d9908782-261f-49fd-8625-18ccf057a37e
Nadia,male,Nadia Granger,Nadia Lages,once a day,lab grown,d57a5189-d135-49b8-b614-d5e055665390,Mauv,f1cd3305-f74c-43ba-ab8a-dd2c7aa78721
Vanni,male,Vanni Gee,Vanni Kilby,,stolen,d5f71dca-56ff-49f1-a796-8111f8ce3e9c,Teal,6ce85272-6cee-477a-a615-3e83326ae40c
Alair,female,Alair Carnew,Alair Heminsley,every 4 hours,found,d662e3ac-c04a-4cc5-a895-da739837cb17,Puce,9bedf8c5-76cf-426f-b3b5-044f7c9b967a
Patrick,male,,Patrick Laurand,every 4 hours,lab born,d668e472-7203-45db-bfb9-8f33b9919efe,Teal,6bc8a036-f3d1-43a4-a013-735ecf91effc
Malinda,male,Malinda Jozefowicz,Malinda Walthew,twice a day,found,d682c792-105a-4daf-95d9-8b62dc552852,Aquamarine,dc1aaeab-7252-418a-81a7-7c5dc94cad81
Blakeley,male,,Blakeley Doyland,every 4 hours,lab born,d6dfde4f-46ba-4c43-808c-eb29e474d0a6,Maroon,b90cbe53-ec51-4385-97be-4ac68d0e0edb
Clareta,male,,Clareta Kibblewhite,,,d6fcd495-a1b0-4809-b810-8f89c79983e2,Maroon,83be3104-6c46-4933-9e8a-817ba2300219
Aurthur,male,Aurthur Melluish,Aurthur Brickhill,every 4 hours,lab born,d783fe90-690d-4be9-89fa-b95f63e3a1cd,Puce,545ed2ba-77a1-4ea5-b4e5-a898af973396
Baldwin,male,,Baldwin Hounihan,once a day,found,d7aa4c78-4309-44d8-be1d-16171499dcdf,Pink,1c136b8e-b913-458b-84ae-6f2045804ddb
Frazier,male,Frazier Pendall,Frazier Reyner,once a day,lab grown,d8a71970-5b4e-41eb-998a-3d432698b511,Yellow,96b0a6e3-b935-4615-8afc-ec866192eae2
Myrta,female,Myrta Mirams,Myrta Marvell,every 4 hours,stolen,d8afc514-479e-4ed9-842c-4f101201d8b8,Green,61f606cd-fdda-4052-a55a-60b31448bd3b
Krystle,male,Krystle Greenrod,Krystle Duffield,,stolen,d8db31b4-9ed7-4e57-87b5-76d3962575e2,Puce,0fdf6e27-22bb-4fcc-b534-d12b488cfd21
Agretha,female,Agretha Clapshaw,Agretha Bysshe,every 4 hours,lab born,d900800a-c7b7-458e-80e0-5dc13ea3cb43,Mauv,70f5b1a5-0298-44ec-8047-03ede9f4650d
Camille,male,Camille Scotchbourouge,,twice a day,lab born,d91b98fb-cf5e-4865-a1e4-fe26c15ece6a,Pink,aa0f342e-6921-45cd-bac0-12e84432c220
Gwenni,female,Gwenni Huffer,,once a day,found,d99d3339-6434-45ce-9143-76cfac7378b8,Aquamarine,e12127b2-c4aa-4a15-a3cb-18acb85c9a9b
Osbourne,male,Osbourne Caherny,Osbourne MacMearty,,stolen,da3d4876-bbe9-4e91-9764-9289bf102501,Turquoise,b8c42ac1-449a-4a74-a899-d4d0480426a2
Raynard,male,Raynard Berthome,,,found,da74da73-9877-4797-9849-16b8bdf74055,Yellow,d4805623-175e-48c4-afda-0a4bae0b269d
Daniel,male,Daniel Sewill,Daniel Brockherst,every 4 hours,found,da8bc8b8-7e98-4f2e-8db1-895e6d3b2d5e,Puce,28195fe4-293c-44f3-8158-eeaaf03e9890
Scarlett,female,Scarlett Bettis,Scarlett Milam,twice a day,found,dacee165-3883-45a2-bd90-34946d0a20f4,Khaki,8866c4c8-c8df-484f-b395-0a3dc04576cd
Tessi,female,Tessi Grubbe,Tessi Laird-Craig,once a day,lab grown,db6b6ce2-6b57-418a-a664-f8127b5d22af,Blue,2e4721a2-0601-4f04-bd15-496f77886dff
Cesya,female,Cesya Woliter,Cesya Bamell,once a day,stolen,db899d75-ec06-441b-9908-5cbbfa23e046,Goldenrod,17b7d9cd-07f0-47a2-97f4-e40abb9d7503
Obie,male,Obie Primmer,,every 4 hours,lab grown,dc5b6c3a-ea7b-4f08-8811-fbd819652c7d,Indigo,8f087184-7428-4844-8120-11b2f8eef3ab
Korella,male,Korella Hanselmann,,every 4 hours,stolen,dc6e29df-0bcb-4415-bdb7-18445fa64f28,Red,8bcd61ba-8986-470b-8cb2-342a467c5876
Marjory,male,,Marjory Benardet,once a day,lab born,dc980368-bf97-4351-84a4-5508f5d03ef7,Yellow,1b283acd-9352-4b68-99d9-01c870413bdb
Billi,male,Billi Roelofs,Billi McFaul,every 4 hours,lab born,dd378c5a-5e1d-49e5-b80b-66a5fe2b3e4c,Fuscia,ee603771-a932-499c-84e1-e9b2574ba94f
Ruttger,male,Ruttger Pellingar,Ruttger Nodin,,lab born,dd5c6cf1-8c36-4d93-a6e7-5a280fa41b1c,Blue,411aabcc-ca56-4b58-8419-207d05772456
Dasha,male,,Dasha Monery,every 4 hours,lab grown,ddc59111-0763-4321-a059-a2ff0742a528,Indigo,f42f932e-0968-4fde-bc16-4a5eab0417cf
Franky,male,,Franky O'Driscoll,twice a day,found,ddfa637b-6646-4e65-8339-45ddf5e6f038,Mauv,5d7d67d9-b40c-4751-9c45-f358e64fcec7
Zonnya,female,Zonnya Pernell,Zonnya McLaggan,every 4 hours,,de294879-d69c-405f-b20c-768b1a727c1a,Fuscia,57832805-8333-486f-a74c-dc47fefcd146
Diandra,male,,Diandra Tuckie,,lab born,de29fd27-026d-4117-b5fa-999825be64ce,Pink,4c2d52c7-5cfd-4d59-9414-0622fbd7f0fc
Brennan,male,Brennan Ozelton,,twice a day,lab grown,de405f7d-c75b-44d4-a7fa-00fc58ff4fe6,Turquoise,e566f0a7-7c0b-4257-8bbe-b8201ab4e893
Kalindi,male,,Kalindi Jordin,every 4 hours,lab born,de703274-1ea8-4e0e-8e00-41526ad1827c,Aquamarine,4d067a61-b09a-4079-9526-2825ea57e4c6
